!      r     n_20m3_e      T_keV_e      T_keV_H
3.393655845839410046e-01 5.326001574630299107e-01 5.921405728754420839e-01 4.478868466115409896e-01
3.434792570156166014e-01 5.275086751905355698e-01 5.805497202810190327e-01 4.366465383229063968e-01
3.475442417880060253e-01 5.225846761890210468e-01 5.690423199227018225e-01 4.262306103768525589e-01
3.515622277776723759e-01 5.178207916418103851e-01 5.576254939638982666e-01 4.165813422704668367e-01
3.555348084224665972e-01 5.132099350076519961e-01 5.463065046880114517e-01 4.076409700715599160e-01
3.594634891056392445e-01 5.087452961393429396e-01 5.350927761844868069e-01 3.993526317927323932e-01
3.633496938212553706e-01 5.044203349134301906e-01 5.239918255724603791e-01 3.916610510558463654e-01
3.671947712046020329e-01 5.002287748381311072e-01 5.130111321035741856e-01 3.845130148715282248e-01
3.709999999999999964e-01 4.961645970130921235e-01 5.021579783896813476e-01 3.778576946259890601e-01
3.747665940288702480e-01 4.922464126958294717e-01 4.914703806894321625e-01 3.717274938765806613e-01
3.784957067127710517e-01 4.884442675228680697e-01 4.809307476472744480e-01 3.659811739227503691e-01
3.821884351991829409e-01 4.847526594738693073e-01 4.705446543261698755e-01 3.605742674588372498e-01
3.858458241318674653e-01 4.811663218447203016e-01 4.603165121725530939e-01 3.554654592592739193e-01
3.894688691025253724e-01 4.776802206221392177e-01 4.502495811457834507e-01 3.506165682013231422e-01
3.930585198160701510e-01 4.742903738645040113e-01 4.403475696991822064e-01 3.459941113164591298e-01
3.966156829980378440e-01 4.710179022223960899e-01 4.306629970869491619e-01 3.416077803934645107e-01
4.001412250693497930e-01 4.678307160193501679e-01 4.211475183297451741e-01 3.373637830447908104e-01
4.036359746107871516e-01 4.647244511436690040e-01 4.117990705624749448e-01 3.332362439068574100e-01
4.071007246370362820e-01 4.616949699534749207e-01 4.026149887738759148e-01 3.292021851838398683e-01
4.105362346979862243e-01 4.587443467637855599e-01 3.936061208933558930e-01 3.252449751445451454e-01
4.139432328230526759e-01 4.558834638317740828e-01 3.848064093979931544e-01 3.213450494615999742e-01
4.173224173226260381e-01 4.530860747083946816e-01 3.761607392896103574e-01 3.174669524165191214e-01
4.206744584592699288e-01 4.503486964931423531e-01 3.676641539655955970e-01 3.135990601052231486e-01
4.240000000000000435e-01 4.476680831323533449e-01 3.593118286277559581e-01 3.097312201099473028e-01
4.272996606598231661e-01 4.450659475212672134e-01 3.511675361075741186e-01 3.058399682258552965e-01
4.305740354457059382e-01 4.425117356844794347e-01 3.431559518120511632e-01 3.019205882724179668e-01
4.338236969092398865e-01 4.400026428235634390e-01 3.352720112245378692e-01 2.979689509039782913e-01
4.370491963154720660e-01 4.375399145025320458e-01 3.275226029157954910e-01 2.939769743243592637e-01
4.402510647346580264e-01 4.351342318529993203e-01 3.199474483218409659e-01 2.899190467688031458e-01
4.434298140630600904e-01 4.327628513872043836e-01 3.124826145205736871e-01 2.858122638046319830e-01
4.465859379783470029e-01 4.304236839094314759e-01 3.051237605050592383e-01 2.816559035765504593e-01
4.497199128346442421e-01 4.281256231663653211e-01 2.979070377351991095e-01 2.774258368697463673e-01
4.528321985018291529e-01 4.258597541630749217e-01 2.908105507141589552e-01 2.731253020199631010e-01
4.559232391532592188e-01 4.236166638141395935e-01 2.838034760389669398e-01 2.687689018701498456e-01
4.589934640057524717e-01 4.213984386400921878e-01 2.768982178531811944e-01 2.643456833342389678e-01
4.620432880153114152e-01 4.192076832568525924e-01 2.701188613581593234e-01 2.598302322768505368e-01
4.650731125317825176e-01 4.170312573299372882e-01 2.634128978255960707e-01 2.552560606619955208e-01
4.680833259153758807e-01 4.148688402019163335e-01 2.567810624730351710e-01 2.506212142713492574e-01
4.710743041177262724e-01 4.127248259363853200e-01 2.502674708503372925e-01 2.458778907262328950e-01
4.740464112299554444e-01 4.105877417777646921e-01 2.438121125855466365e-01 2.410748587638732732e-01
4.770000000000000351e-01 4.084572423331055413e-01 2.374131544966806839e-01 2.362136231098516115e-01
4.799354123212831169e-01 4.063338422298571895e-01 2.311150606452324341e-01 2.312350468427763484e-01
4.828529796946478547e-01 4.042110701351135371e-01 2.248617035271427145e-01 2.261979120367316742e-01
4.857530236653190836e-01 4.020889437392550780e-01 2.186543433320835839e-01 2.211005691554086550e-01
4.886358562365230584e-01 3.999624680195384419e-01 2.125259909416662429e-01 2.158879779949338662e-01
4.915017802612723363e-01 3.978314369126304539e-01 2.064318258412995988e-01 2.106213555368816048e-01
4.943510898137071785e-01 3.956947086504140065e-01 2.003787135006235842e-01 2.052894978779128687e-01
4.971840705412835515e-01 3.935440459152154680e-01 1.943847303734026755e-01 1.998596231835486070e-01
5.000009999990000509e-01 3.913847532809410779e-01 1.884185665250495689e-01 1.943846647906017910e-01
5.028021479667723614e-01 3.892112448014444781e-01 1.824945628540800835e-01 1.888419476272648612e-01
5.055877767509812104e-01 3.870179377218128103e-01 1.766169929140544992e-01 1.832346161377697569e-01
5.083581414711483282e-01 3.848129924304620197e-01 1.707653057652374351e-01 1.775951496060179102e-01
5.111134903326266521e-01 3.825815393095794437e-01 1.649683573376445889e-01 1.718999339891344458e-01
5.138540648861309457e-01 3.803297875411398299e-01 1.592118310950402515e-01 1.661820095232996175e-01
5.165801002748751092e-01 3.780617968546547414e-01 1.534876426004267158e-01 1.604459179783037370e-01
5.192918254700337188e-01 3.757550304041039069e-01 1.478430953092365607e-01 1.547005526672172171e-01
5.219894634951935952e-01 3.734316212483056452e-01 1.422348810694609444e-01 1.489624894543554734e-01
5.246732316404183472e-01 3.710762628781670847e-01 1.366971750975331801e-01 1.432424270353518936e-01
5.273433416665086471e-01 3.686876099603769719e-01 1.312398919073514136e-01 1.375654637843811701e-01
5.300000000000000266e-01 3.662817840653768697e-01 1.258240899414386216e-01 1.319107306306064042e-01
