!      r     n_20m3_e      T_keV_e      T_keV_H
4.886358562365230584e-01 3.935208437597806364e-01 2.276884686117438272e-01 2.284871918897180554e-01
4.915017802612723363e-01 3.919735995225225866e-01 2.198316950846289641e-01 2.212211536040993021e-01
4.943510898137071785e-01 3.904253193575263348e-01 2.120380180029217132e-01 2.139451235252574079e-01
4.971840705412835515e-01 3.888681521462926671e-01 2.043613018853252528e-01 2.066786413795999033e-01
5.000009999990000509e-01 3.873040201264489335e-01 1.967491687353007390e-01 1.994270551230253319e-01
5.028021479667723614e-01 3.857278065959767743e-01 1.892401503972896970e-01 1.922037482824333898e-01
5.055877767509812104e-01 3.841323653405368521e-01 1.818634317378007015e-01 1.850373220239357186e-01
5.083581414711483282e-01 3.825252301583774162e-01 1.745629255880941366e-01 1.779077286249259870e-01
5.111134903326266521e-01 3.808902929374046176e-01 1.674313597275158272e-01 1.708721609876662773e-01
5.138540648861309457e-01 3.792329831931500750e-01 1.604255194097084225e-01 1.639195872342315563e-01
5.165801002748751092e-01 3.775577754302701372e-01 1.535202595261177527e-01 1.570334085878568875e-01
5.192918254700337188e-01 3.758383401447057959e-01 1.468505181563408979e-01 1.503227328998297530e-01
5.219894634951935952e-01 3.740995197114222459e-01 1.402804202041569581e-01 1.436921870280225833e-01
5.246732316404183472e-01 3.723233432640322693e-01 1.339010999413794700e-01 1.372171630175719192e-01
5.273433416665086471e-01 3.705075096591926576e-01 1.277168638968200209e-01 1.309124088004327002e-01
5.300000000000000266e-01 3.686712213099844759e-01 1.216332502384993852e-01 1.246954779503698790e-01
