!      r     n_20m3_e      T_keV_e      T_keV_H
4.071007246370362820e-01 4.298373826496179051e-01 3.804079229625638714e-01 3.615503653887565116e-01
4.105362346979862243e-01 4.265794639021566192e-01 3.718721980051864495e-01 3.549780764781904074e-01
4.139432328230526759e-01 4.234456487353491227e-01 3.635617187578554232e-01 3.485033453760906230e-01
4.173224173226260381e-01 4.203991763906861912e-01 3.554126316447637213e-01 3.420911705754519638e-01
4.206744584592699288e-01 4.174349985328169588e-01 3.474169766416693172e-01 3.357349430693788439e-01
4.240000000000000435e-01 4.145484272204234544e-01 3.395672302529621489e-01 3.294287953762551902e-01
4.272996606598231661e-01 4.117685808971255357e-01 3.319209008977567210e-01 3.231859809690981189e-01
4.305740354457059382e-01 4.090535914915987559e-01 3.243999523670271223e-01 3.169789010712359967e-01
4.338236969092398865e-01 4.063995450291075784e-01 3.169977150871423066e-01 3.108044191636262776e-01
4.370491963154720660e-01 4.038079768110569012e-01 3.097182985831171687e-01 3.046621338617225838e-01
4.402510647346580264e-01 4.012930124142037314e-01 3.025926941467725340e-01 2.985568926721262062e-01
4.434298140630600904e-01 3.988240137653731310e-01 2.955616615881227482e-01 2.924726146896540757e-01
4.465859379783470029e-01 3.963981617949508540e-01 2.886204462368003876e-01 2.864075155194570343e-01
4.497199128346442421e-01 3.940273365059036581e-01 2.817968797928331326e-01 2.803654796466688026e-01
4.528321985018291529e-01 3.916996705766500608e-01 2.750698950380374153e-01 2.743398259201220712e-01
4.559232391532592188e-01 3.894026255481282117e-01 2.684136304026060182e-01 2.683249930578132103e-01
4.589934640057524717e-01 3.871390856558684646e-01 2.618368773337374500e-01 2.623212226303117123e-01
4.620432880153114152e-01 3.849129535108917199e-01 2.553559323997949271e-01 2.563274323406566912e-01
4.650731125317825176e-01 3.827066325983740636e-01 2.489298528720421400e-01 2.503376862196572961e-01
4.680833259153758807e-01 3.805197713110617386e-01 2.425589168448487598e-01 2.443515357933469523e-01
4.710743041177262724e-01 3.783594419441977941e-01 2.362743662031648317e-01 2.383674681569406539e-01
4.740464112299554444e-01 3.762098232806944664e-01 2.300319167307537660e-01 2.323828642148850210e-01
4.770000000000000351e-01 3.740704376219771699e-01 2.238302166967128803e-01 2.263976476754060996e-01
4.799354123212831169e-01 3.719443500048149054e-01 2.177013509471057151e-01 2.204091678828241363e-01
4.828529796946478547e-01 3.698215374352432083e-01 2.116052771918105757e-01 2.144189352188207442e-01
4.857530236653190836e-01 3.677020921681238286e-01 2.055429191489771268e-01 2.084269003067362458e-01
4.886358562365230584e-01 3.655828730039244467e-01 1.995406276074448981e-01 2.024333412002222166e-01
4.915017802612723363e-01 3.634610708068974350e-01 1.935659110889206558e-01 1.964411514839152773e-01
4.943510898137071785e-01 3.613359392618418764e-01 1.876244416468690335e-01 1.904507784029760009e-01
4.971840705412835515e-01 3.592003178283231235e-01 1.817353819755875288e-01 1.844704775675119202e-01
5.000009999990000509e-01 3.570577042033246107e-01 1.758730512784024147e-01 1.784989848530441903e-01
5.028021479667723614e-01 3.549033660533065793e-01 1.700523640283823634e-01 1.725430721760287389e-01
5.055877767509812104e-01 3.527319840267894024e-01 1.642827408203804407e-01 1.666162856845792850e-01
5.083581414711483282e-01 3.505504875215537663e-01 1.585425976336163334e-01 1.607085361860206285e-01
5.111134903326266521e-01 3.483456686001100699e-01 1.528679979051877635e-01 1.548498614695763276e-01
5.138540648861309457e-01 3.461227972426741961e-01 1.472442830631548183e-01 1.490364474959091912e-01
5.165801002748751092e-01 3.438854839364444693e-01 1.416612761302383505e-01 1.432592421164637919e-01
5.192918254700337188e-01 3.416135381692592676e-01 1.361800716939682854e-01 1.375826537785995174e-01
5.219894634951935952e-01 3.393267257830107630e-01 1.307448889065747910e-01 1.319540051982038553e-01
5.246732316404183472e-01 3.370113729687330695e-01 1.253988761550151598e-01 1.264190656057548878e-01
5.273433416665086471e-01 3.346663530609210735e-01 1.201519221957068201e-01 1.209916953502843395e-01
5.300000000000000266e-01 3.323060311785492882e-01 1.149560617187175976e-01 1.156198082265184474e-01
