!      r     n_20m3_e      T_keV_e      T_keV_H
4.272996606598231661e-01 4.236107383497031975e-01 3.497857488892540112e-01 3.412114476450090472e-01
4.305740354457059382e-01 4.209532434145499269e-01 3.418135591172267729e-01 3.340958790470729411e-01
4.338236969092398865e-01 4.183733797782438479e-01 3.338737411073757211e-01 3.269842630348072654e-01
4.370491963154720660e-01 4.158733086090378173e-01 3.259681213823500401e-01 3.198722063835657825e-01
4.402510647346580264e-01 4.134715939823774833e-01 3.181083071441182519e-01 3.127514901106752121e-01
4.434298140630600904e-01 4.111292219360973554e-01 3.102790529380625717e-01 3.056223904390898416e-01
4.465859379783470029e-01 4.088426891982132605e-01 3.024799547395945476e-01 2.984845615322435086e-01
4.497199128346442421e-01 4.066277617685759571e-01 2.947237375793102521e-01 2.913336627167899540e-01
4.528321985018291529e-01 4.044694874014501673e-01 2.870075163565350418e-01 2.841721038842919822e-01
4.559232391532592188e-01 4.023516377333846150e-01 2.793230296653067546e-01 2.770035851542713701e-01
4.589934640057524717e-01 4.002782436707297831e-01 2.716765227098357216e-01 2.698280358673303958e-01
4.620432880153114152e-01 3.982551713263086657e-01 2.640835707136429122e-01 2.626484455971443976e-01
4.650731125317825176e-01 3.962591296024184362e-01 2.565257711021519116e-01 2.554697688945293810e-01
4.680833259153758807e-01 3.942897541144945173e-01 2.490045603668219476e-01 2.482929162225271102e-01
4.710743041177262724e-01 3.923577140382887296e-01 2.415523254300352141e-01 2.411285251585158496e-01
4.740464112299554444e-01 3.904413454183703336e-01 2.341405988028682772e-01 2.339764035908882545e-01
4.770000000000000351e-01 3.885399929295418886e-01 2.267684953136429871e-01 2.268365310638549293e-01
4.799354123212831169e-01 3.866597256633949042e-01 2.194833176552639931e-01 2.197339958022782591e-01
4.828529796946478547e-01 3.847857779892218111e-01 2.122462029608898904e-01 2.126573215080040935e-01
4.857530236653190836e-01 3.829183279236980653e-01 2.050585051168307971e-01 2.056072366589846434e-01
4.886358562365230584e-01 3.810555814273399733e-01 1.979777835598846292e-01 1.986248405258535521e-01
4.915017802612723363e-01 3.791917300886288866e-01 1.909546879375629835e-01 1.916832909156873932e-01
4.943510898137071785e-01 3.773262854541476474e-01 1.840017530614564134e-01 1.847917717393618153e-01
4.971840705412835515e-01 3.754517956878531404e-01 1.771746940166153694e-01 1.779984014037124807e-01
5.000009999990000509e-01 3.735705695143790583e-01 1.704157738437829528e-01 1.712610079422239029e-01
5.028021479667723614e-01 3.716777739946667825e-01 1.637650074184130722e-01 1.646138209084032356e-01
5.055877767509812104e-01 3.697671165369831869e-01 1.572501893509787030e-01 1.580859696638471645e-01
5.083581414711483282e-01 3.678456997267126050e-01 1.508131427167749283e-01 1.516275204975464086e-01
5.111134903326266521e-01 3.658990024744918634e-01 1.445468392557957837e-01 1.453249166052411057e-01
5.138540648861309457e-01 3.639323192032871135e-01 1.384058724865861179e-01 1.391401962413747750e-01
5.165801002748751092e-01 3.619496471168952567e-01 1.323651750707919295e-01 1.330497827002596334e-01
5.192918254700337188e-01 3.599280917428642201e-01 1.265565499836867613e-01 1.271827551082583274e-01
5.219894634951935952e-01 3.578897104789728889e-01 1.208452711843144428e-01 1.214108560791651026e-01
5.246732316404183472e-01 3.558189799635260719e-01 1.153200714739276433e-01 1.158213119734822355e-01
5.273433416665086471e-01 3.537144091747673191e-01 1.099834033830649760e-01 1.104191041812501300e-01
5.300000000000000266e-01 3.515923839292476316e-01 1.047439779170094842e-01 1.051135224875347357e-01
